,PA702054,PA702052,PA405480,PA267407,PA346,PA2265,PA609245,PA610615,PA334768,PA2317,PA295,PA606171,PA608826,PA2685,PA2048,PA334906,PA605518,PA340432,PA346170,PA605991,PA1991,PA609740,PA608380,PA1193,PA1199,PA1198,PA610195,PA607595,PA606888,PA1579,PA689,PA680,PA1574,PA267278,PA1226,PA330130,PA267479,PA1379,PA344114,PA243,PA394,PA610427,PA267506,PA343493,PA605745,PA334755,PA605694,PA332523,PA2277,PA605349,PA610775,PA335758,PA609691,PA2693,PA332747,PA335999,PA608186,PA223837,PA1362,PA1963,PA1960,PA267886,PA268042,PA2876,PA334116,PA607699,PA605830,PA268048,PA267080,PA1761,PA2960,PA1789,PA608235,PA643069,PA695,PA543,PA606507,PA267260,PA765,PA267266,PA606899,PA345897,PA267469,PA606258,PA606098,PA642684,PA642759,PA2191,PA331990,PA333224,PA607619,PA605076,PA1816,PA336316,PA610594,PA610701,PA1155,PA267378,PA334811,PA609042,PA607919,PA1977,PA1979,PA1770,PA610905,PA268051,PA267075,PA1152,PA608158,PA332796,PA267188,PA267327,PA267457,PA267673,PA267459,PA267695,PA607310,PA267527,PA332950,PA2430,PA332886,PA2503,PA606793,PA332228,PA345619,PA605036,PA608038,PA609520,PA605782,PA1946,PA610002,PA815,PA810,PA2859,PA1496,PA1498,PA609709,PA607892,PA267450,PA1124,PA607256,PA333285,PA1012,PA267200,PA610924,PA331146,PA607090,PA609845,PA343623,PA642910,PA606412,PA267330,PA267336,PA267689,PA335017,PA267680,PA606230,PA331567,PA267534,PA608264,PA267532,PA342935,PA605922,PA334654,PA230,PA2229,PA2083,PA2089,PA610729,PA332305,PA609332,PA609442,PA2713,PA2084,PA1838,PA2155,PA609535,PA1954,PA608920,PA608310,PA605804,PA267091,PA608172,PA1710,PA608778,PA330008,PA267057,PA610936,PA2883,PA335319,PA267835,PA610804,PA267306,PA267233,PA331835,PA642764,PA336439,PA607846,PA2099,PA2098,PA2236,PA332843,PA610481,PA334843,PA259,PA332206,PA2700,PA2707,PA923,PA609016,PA608011,PA608016,PA610125,PA2936,PA230329,PA608785,PA341339,PA331014,PA330546,PA1585,PA1214,PA1032,PA508,PA607509,PA2895,PA267042,PA610830,PA330788,PA267822,PA606745,PA606212,PA266797,PA1459,PA267317,PA606693,PA590031,PA267227,PA267551,PA267556,PA2775,PA605643,PA422119,PA1857,PA2603,PA608574,PA917,PA2600,PA606631,PA344776,PA609314,PA840,PA1931,PA1936,PA605261,PA1020,PA1029,PA608684,PA2952,PA754,PA1592,PA608686,PA267148,PA1206,PA606639,PA609816,PA267813,PA1445,PA331481,PA267499,PA606910,PA266788,PA267492,PA609218,PA609963,PA267965,PA330684,PA267785,PA267762,PA1844,PA2549,PA606924,PA2611,PA856,PA609764,PA336112,PA608363,PA330981,PA609365,PA746,PA336971,PA607632,PA608695,PA608741,PA1695,PA1699,PA606586,PA267151,PA608718,PA1477,PA607187,PA267801,PA266774,PA266776,PA607369,PA642805,PA331582,PA335054,PA605952,PA267797,PA590034,PA267576,PA590032,PA606161,PA331807,PA343408,PA267775,PA687214,PA642739,PA346876,PA331973,PA336576,PA2377,PA2597,PA1871,PA2374,PA1874,PA605069,PA606555,PA333421,PA1911,PA1466,PA2971,PA770,PA345937,PA607769,PA610075,PA267165,PA1689,PA330357,PA609775,PA608641,PA267013,PA642940,PA216574,PA1310,PA606712,PA642836,PA337504,PA607283,PA331594,PA606623,PA267585,PA314,PA267743,PA417099,PA642724,PA267204,PA2295,PA2365,PA333043,PA610681,PA693008,PA1866,PA2631,PA610066,PA609292,PA877,PA609743,PA872,PA334951,PA608434,PA608348,PA609345,PA607761,PA342415,PA672,PA610891,PA695100,PA606495,PA607691,PA1521,PA606149,PA267178,PA267598,PA606363,PA267591,PA607603,PA610203,PA695511,PA606030,PA267355,PA267358,PA609590,PA605606,PA951,PA605131,PA610654,PA1141,PA605426,PA336015,PA331753,PA605557,PA667,PA1790,PA331282,PA608083,PA606573,PA610354,PA608662,PA2828,PA607606,PA1661,PA1401,PA608120,PA330240,PA607395,PA610860,PA610313,PA607155,PA696,PA267923,PA344242,PA607553,PA339,PA335159,PA267728,PA607193,PA331924,PA642987,PA346886,PA606040,PA336421,PA2345,PA2343,PA1886,PA2124,PA942,PA609726,PA605143,PA609435,PA332015,PA588872,PA1263,PA608098,PA608416,PA335543,PA606478,PA332636,PA267605,PA331658,PA267285,PA643020,PA267289,PA643205,PA606545,PA267735,PA605703,PA267429,PA2086,PA332384,PA560,PA642885,PA328,PA610521,PA643002,PA610529,PA605625,PA2338,PA605084,PA2799,PA2792,PA998,PA2796,PA2664,PA2667,PA1748,PA342332,PA610245,PA605888,PA735,PA609205,PA607489,PA2801,PA334149,PA606991,PA1353,PA267706,PA341981,PA606665,PA330118,PA610820,PA356,PA610291,PA610539,PA605758,PA333134,PA2492,PA2250,PA2257,PA608851,PA267246,PA606202,PA610758,PA610752,PA2075,PA2073,PA2675,PA340755,PA2815,PA1630,PA341246,PA605963,PA344492,PA342539,PA1483,PA332614,PA335567,PA1182,PA608292,PA606675,PA610968,PA330613,PA267623,PA1364,PA333818,PA337483,PA267628
PA2828,17,7,15,22,6,19,6,20,17,17,6,28,4,18,6,4,15,14,19,8,18,8,6,17,19,15,17,19,7,18,8,19,5,17,16,19,16,4,18,5,16,11,7,20,6,17,18,5,5,20,9,5,16,15,18,15,10,5,17,18,7,6,16,4,18,18,15,18,7,7,7,16,14,19,19,16,15,5,17,7,16,10,8,16,6,12,7,5,14,6,19,18,17,7,26,18,20,6,15,12,15,17,17,4,19,7,5,5,17,17,17,6,7,9,6,22,21,7,14,15,5,17,14,6,5,7,17,16,5,6,11,14,22,19,17,5,5,18,6,4,17,17,6,7,5,5,5,16,4,19,18,7,19,5,23,5,15,5,16,20,5,8,15,4,6,6,4,3,13,20,18,6,24,6,4,6,21,7,14,17,20,19,20,14,17,5,4,16,17,21,24,6,6,18,17,10,19,6,5,6,7,17,21,6,7,18,7,7,5,22,18,6,12,5,7,28,17,17,18,4,19,16,17,17,18,7,7,6,6,17,6,8,7,4,5,18,7,6,5,3,18,6,7,15,16,7,15,16,6,16,18,6,15,17,6,5,17,5,6,16,17,5,5,16,16,7,5,7,5,11,4,6,18,15,20,7,5,4,22,17,20,16,8,6,19,17,8,4,7,13,12,21,18,7,6,19,3,20,5,18,8,5,6,17,19,12,20,11,6,17,4,16,21,17,18,4,5,16,5,15,5,5,7,17,16,7,17,20,6,19,5,6,29,6,15,18,6,19,20,13,22,6,14,8,7,9,19,17,16,19,18,9,6,6,5,15,5,8,16,17,18,20,20,17,17,20,19,19,17,21,7,17,6,18,19,25,16,8,19,18,7,16,5,6,20,7,7,18,7,16,7,5,16,17,5,21,5,6,17,22,18,16,7,5,29,22,17,18,7,41,19,6,17,18,6,23,10,18,15,6,22,17,17,18,4,3,18,15,21,8,19,17,7,19,30,6,6,4,18,18,14,11,6,18,5,19,5,16,6,20,5,21,7,14,11,5,16,6,5,19,16,18,17,16,21,16,9,18,14,16,5,6,5,6,8,17,19,13,16,19,18,6,6,7,21,17,19,17,21,18,7,16,21,20,18,7,6,5,6,5,6,18,17,18,5,4,7,5,7,6,14,16,5,17,4,17,4,18,16,18,12,17,19,5,16,17,6
PA607606,16,6,15,22,4,20,5,19,19,19,5,19,7,20,5,3,16,17,20,7,19,8,7,22,18,16,21,24,9,18,9,13,4,19,18,18,20,6,23,6,17,9,7,18,6,18,17,10,4,23,7,5,17,16,20,16,11,5,18,18,7,5,17,4,18,19,19,20,6,9,6,20,15,17,20,18,19,4,18,7,17,10,11,15,4,15,9,5,16,7,21,20,17,7,22,19,19,7,17,11,17,22,17,3,20,6,3,3,18,18,20,5,9,7,5,19,20,7,16,20,5,20,17,7,5,6,18,16,5,6,10,16,19,18,17,3,3,18,9,4,18,19,8,7,4,5,5,21,5,18,20,7,20,5,26,5,17,5,17,25,5,7,19,7,8,4,3,3,14,20,19,5,20,5,3,5,22,6,15,19,18,21,22,17,18,8,4,16,17,17,27,4,7,19,18,11,19,3,8,10,5,16,21,4,6,19,5,6,5,20,21,6,5,3,5,22,23,20,22,3,18,16,22,20,18,9,10,5,5,21,3,5,5,4,8,18,7,6,5,6,20,5,8,17,19,9,16,21,6,21,21,4,16,17,4,5,22,5,5,18,18,4,3,19,18,6,6,6,5,14,2,5,20,15,20,6,4,3,19,17,24,17,10,3,21,19,10,4,6,15,11,27,20,6,7,25,2,21,5,20,7,7,8,18,19,9,19,11,6,18,8,18,22,20,19,2,4,16,4,21,5,8,6,19,17,5,20,23,6,21,5,6,21,6,16,19,6,24,21,16,20,6,13,6,6,10,23,18,17,23,23,6,6,5,7,17,8,6,20,18,17,19,23,19,20,19,20,20,18,23,6,21,4,20,21,20,15,6,22,16,6,17,4,6,20,6,9,18,6,17,5,7,17,12,8,20,5,8,20,23,20,21,6,5,22,24,22,23,5,19,36,5,19,19,5,19,7,20,19,5,20,19,20,20,7,3,22,19,18,6,18,19,6,19,23,9,9,7,17,21,20,9,4,19,3,21,5,19,6,22,4,18,10,20,14,8,14,6,3,21,17,22,17,15,19,13,8,15,16,19,4,6,5,6,6,18,20,15,21,18,19,8,5,6,19,19,21,18,26,21,6,20,19,22,20,10,5,5,5,3,6,22,19,19,5,4,6,6,10,6,19,16,5,20,4,18,4,17,19,20,9,19,19,7,16,18,6
PA1661,4,6,4,5,20,4,20,4,4,4,12,4,19,4,19,19,5,4,4,21,4,22,21,2,5,4,4,4,20,4,13,3,18,4,3,4,4,17,4,22,5,3,28,5,10,3,4,18,18,4,15,19,4,4,5,4,3,17,4,4,14,19,3,16,4,4,4,4,21,22,22,3,3,3,5,4,3,18,4,23,5,16,14,3,24,5,20,17,3,20,4,4,4,20,4,4,5,22,3,3,4,4,3,17,3,17,20,15,4,4,4,18,20,15,19,4,5,21,5,4,20,5,4,13,17,20,5,4,19,19,3,3,3,4,4,19,19,3,20,18,3,4,20,26,18,20,18,3,18,5,3,16,4,20,5,18,3,23,4,5,19,20,4,20,20,19,17,17,3,4,4,19,5,19,17,21,4,21,3,4,4,4,4,4,4,24,18,4,4,3,6,12,15,4,2,2,4,19,18,23,16,4,4,18,23,4,20,20,17,4,4,25,16,19,19,4,4,3,5,19,3,3,5,4,4,16,30,18,20,4,18,23,20,17,19,4,23,20,19,17,4,19,20,3,4,20,4,5,20,4,4,20,2,4,19,19,4,19,12,3,4,18,12,4,5,21,18,20,18,3,23,12,4,3,5,24,25,16,4,4,3,3,30,21,4,4,1,17,17,4,6,5,4,23,18,4,18,4,18,3,15,18,22,5,4,21,4,1,19,4,16,4,5,5,4,19,19,2,19,4,18,21,16,4,4,23,5,5,14,3,18,19,5,25,4,5,19,5,4,5,4,22,2,15,21,31,5,4,4,6,4,21,18,19,20,3,19,21,4,4,3,5,5,4,4,4,4,4,5,6,23,4,16,4,4,5,3,13,6,3,20,4,21,21,4,21,22,4,20,4,22,14,3,3,19,5,8,20,4,5,3,5,20,17,5,5,4,5,20,6,5,33,4,4,21,4,1,4,5,19,5,4,4,4,20,16,5,2,4,19,4,4,20,4,5,21,14,19,4,4,4,2,15,4,24,4,17,4,20,4,18,4,22,3,5,18,3,24,18,4,4,4,3,4,4,1,6,4,5,6,18,18,17,18,14,4,4,4,4,4,4,22,21,21,3,4,4,4,6,4,5,4,4,4,4,24,18,20,21,19,17,4,5,4,9,18,13,13,28,20,5,4,21,4,17,4,17,4,5,4,3,4,4,10,4,4,18
PA1401,17,6,16,17,4,20,5,17,18,20,5,18,4,20,5,3,17,17,17,6,20,5,6,18,16,17,20,20,6,19,6,11,4,20,19,18,18,3,20,5,18,13,5,19,6,19,16,5,4,19,7,5,18,17,19,16,14,5,18,19,6,5,18,4,19,19,19,19,6,6,6,18,15,18,19,19,17,4,19,6,18,6,7,16,4,15,6,5,16,6,20,17,18,6,19,19,19,6,18,15,18,20,17,3,19,5,3,3,19,19,20,5,6,7,5,20,19,6,14,17,4,20,14,4,5,6,19,17,5,6,14,14,18,19,18,3,3,19,6,4,19,20,5,6,4,5,5,18,4,18,18,7,18,5,20,5,18,4,18,20,5,7,17,3,5,4,3,3,14,18,19,5,18,5,3,5,19,6,15,20,19,20,20,17,18,4,4,17,18,18,20,4,6,20,15,11,17,3,5,6,5,17,18,4,5,19,5,6,5,20,18,4,5,3,5,19,20,19,19,3,19,16,20,19,19,6,6,5,5,22,3,5,5,4,5,19,6,5,5,3,19,5,5,18,18,6,17,18,5,19,19,4,17,18,4,5,19,5,5,19,20,4,3,18,17,6,5,6,5,10,2,5,19,15,18,5,3,3,20,18,18,17,6,3,21,20,8,4,5,15,15,20,20,6,4,20,2,19,5,19,6,4,4,17,20,7,20,11,5,19,4,18,20,18,18,2,4,17,4,18,5,5,5,20,18,4,19,19,6,18,5,5,19,3,17,20,6,19,20,16,20,5,15,6,6,5,20,19,18,20,22,5,6,5,4,17,4,6,18,19,17,18,20,21,19,20,20,19,19,18,6,18,4,21,20,19,16,6,18,17,6,18,3,6,18,6,6,19,6,18,5,4,18,10,5,19,5,7,19,20,19,19,6,5,20,18,20,20,5,17,19,4,23,16,5,18,11,19,18,5,18,20,22,20,4,3,20,17,19,5,19,20,5,19,20,6,5,4,18,19,17,10,4,19,3,20,5,19,6,20,4,19,6,16,10,5,15,5,3,20,18,19,18,16,20,11,8,18,14,18,4,6,5,6,6,19,19,16,20,17,20,4,5,6,13,20,19,19,22,19,6,19,19,20,17,6,5,5,5,3,6,19,20,20,5,4,6,6,5,6,15,18,5,20,4,18,4,18,16,20,10,20,20,6,17,19,6
PA608120,15,5,14,18,4,16,4,18,16,16,2,16,3,17,4,3,14,13,16,5,16,5,5,14,14,13,16,16,5,16,5,8,4,16,15,14,15,2,16,4,15,10,4,16,2,14,17,4,3,16,4,4,15,16,15,12,9,4,15,16,4,4,15,3,16,15,13,16,5,5,5,15,13,15,15,15,14,3,16,5,14,8,5,13,4,11,5,4,13,5,15,16,15,5,15,16,15,5,15,9,14,16,14,3,16,4,3,3,15,15,17,5,5,5,4,16,15,5,15,14,4,16,12,3,4,5,16,16,4,5,8,13,15,16,15,3,3,15,5,3,15,16,4,5,4,4,4,15,3,17,17,5,17,4,16,4,14,3,15,16,4,5,14,3,4,4,3,2,14,14,16,4,20,5,2,4,16,5,13,16,15,16,16,13,15,3,3,14,15,14,17,3,2,16,13,8,14,3,4,5,4,15,15,4,5,16,5,5,4,19,16,3,4,3,4,16,16,15,16,3,15,14,16,15,15,4,5,4,4,15,3,5,5,3,4,16,5,5,4,2,15,4,5,14,16,5,14,15,5,15,16,3,13,15,3,4,15,4,2,15,15,4,3,15,16,5,4,5,4,7,2,2,15,12,14,4,3,3,16,15,18,14,5,3,16,16,8,3,4,13,8,16,16,5,4,18,1,17,4,15,4,3,4,15,16,5,16,8,4,16,3,14,15,16,16,2,3,14,3,14,4,4,4,16,15,4,15,15,5,15,4,4,16,3,14,16,5,16,16,14,16,4,10,4,5,5,16,16,15,16,16,3,5,5,3,14,4,5,15,16,14,15,18,16,16,16,16,16,16,15,5,15,4,16,16,15,14,5,14,14,5,15,3,5,15,5,5,15,5,15,5,3,14,7,4,16,2,3,15,16,16,15,5,4,16,16,16,16,5,18,19,4,16,22,4,15,7,15,13,4,17,16,16,16,3,2,16,15,16,4,16,17,4,15,16,5,3,3,15,15,13,7,3,17,3,16,4,15,5,16,4,16,5,12,8,4,10,5,3,17,15,16,14,15,16,8,5,11,13,14,3,5,4,5,4,16,16,12,15,16,16,4,4,5,10,16,16,16,17,16,4,17,16,19,15,5,4,4,4,3,4,15,15,16,2,4,5,2,4,5,11,14,4,16,3,16,3,16,17,16,7,16,16,3,14,16,5
PA330240,3,5,5,5,19,6,22,4,4,5,14,4,18,5,22,19,5,5,4,20,5,20,20,3,7,4,5,5,21,5,14,3,19,5,4,5,5,19,5,19,5,3,22,7,12,3,5,20,19,5,15,18,5,5,6,5,3,19,5,5,14,22,4,18,5,5,3,5,21,21,22,4,3,4,6,4,4,19,5,19,6,16,14,3,21,5,21,17,4,20,3,7,5,22,4,5,5,20,4,3,5,5,4,17,4,19,20,16,4,5,5,18,20,17,21,6,5,21,5,5,18,6,4,13,17,20,5,3,18,20,3,4,4,5,5,19,18,4,20,18,4,5,22,21,19,21,20,4,18,5,4,15,4,20,5,20,4,19,5,5,20,20,3,19,22,20,18,19,3,4,5,22,5,19,16,20,5,21,4,5,4,5,5,5,5,20,17,4,5,4,5,11,14,5,2,3,3,19,18,21,14,4,7,19,21,5,20,21,19,4,6,22,13,20,20,5,5,4,4,19,4,3,5,5,5,15,22,19,21,5,18,21,20,19,21,5,21,19,18,19,5,21,20,3,5,21,5,4,21,4,5,19,4,5,19,21,5,19,14,4,5,20,13,5,4,22,17,20,21,3,17,14,5,2,5,23,25,16,5,4,4,4,21,21,4,5,3,19,19,4,8,5,5,21,19,5,17,6,20,4,13,21,22,4,5,17,5,2,19,5,18,5,5,4,4,19,21,3,18,5,21,19,16,5,4,21,5,5,14,4,20,22,5,21,4,5,20,5,5,5,5,20,2,18,20,21,5,5,5,6,6,15,19,19,20,4,19,20,5,5,4,4,5,5,5,6,5,5,5,6,22,5,17,5,5,6,3,13,4,5,21,4,20,20,4,21,20,5,21,5,20,16,4,4,19,5,10,17,4,5,4,6,20,18,5,4,5,6,19,6,5,21,5,4,29,3,2,4,5,21,4,5,5,5,21,17,5,3,5,17,5,4,21,5,5,20,15,20,5,5,4,2,18,5,19,5,18,5,20,5,19,6,21,4,4,18,4,17,19,5,5,5,4,4,6,1,7,4,5,4,19,19,18,19,16,5,4,4,5,5,5,21,21,21,3,5,5,5,6,4,5,5,5,5,3,21,21,21,21,18,19,5,6,5,11,20,13,13,23,20,5,5,18,5,19,4,21,5,4,5,3,5,5,12,7,5,19
PA607395,23,6,18,21,3,20,3,19,17,18,4,42,3,18,3,2,17,16,18,5,21,4,4,20,21,17,20,23,4,17,6,39,3,18,23,24,16,2,21,4,22,9,4,21,6,16,15,3,3,20,6,3,16,16,19,15,11,3,18,20,5,3,20,3,17,19,17,20,4,4,4,17,14,18,18,21,20,2,19,5,17,4,6,16,3,13,4,3,16,4,18,16,16,4,34,18,18,5,16,14,17,25,17,3,22,3,2,3,17,23,18,4,4,5,3,22,31,5,15,15,4,18,12,3,3,4,17,17,3,4,11,15,26,17,16,2,2,23,4,2,19,18,3,5,2,3,3,23,2,17,21,6,22,3,37,3,16,3,16,36,3,5,17,4,3,3,2,1,14,21,21,4,17,4,2,3,23,4,14,20,19,19,21,16,17,3,3,16,16,27,36,6,8,19,18,13,27,2,3,5,5,16,25,3,5,20,4,4,3,20,18,4,9,2,4,30,20,21,24,2,23,17,23,18,17,4,7,3,3,17,2,4,4,2,3,18,4,4,4,2,22,3,4,18,16,4,15,17,3,26,19,3,15,17,2,3,17,3,6,18,18,3,2,16,18,4,3,4,3,11,1,4,22,19,21,4,4,2,27,17,18,18,5,2,18,19,17,2,3,15,12,39,18,5,3,18,1,21,3,18,8,4,3,20,24,10,19,10,4,18,3,16,25,21,19,2,2,19,2,16,3,3,5,18,17,4,33,24,5,20,3,3,43,3,21,18,4,21,24,17,35,4,13,4,5,8,23,17,18,23,23,11,4,4,2,15,3,4,17,17,27,30,20,18,19,23,20,18,17,30,4,16,3,23,22,32,15,5,24,16,4,17,2,4,26,4,4,18,4,16,4,4,15,30,4,22,4,8,19,30,18,17,4,4,39,28,19,24,4,23,19,4,18,15,3,53,8,25,21,3,25,18,21,19,3,2,27,15,22,5,17,19,3,21,45,4,3,2,18,23,16,10,3,17,2,22,3,21,4,21,3,21,5,21,13,3,13,5,2,20,16,19,17,15,21,19,10,15,14,18,2,4,3,4,5,18,19,14,23,27,18,3,3,5,28,19,20,17,32,19,5,17,21,18,22,4,3,3,3,2,4,18,20,18,4,2,5,5,4,4,16,16,3,19,2,18,2,16,20,18,11,18,20,6,15,17,4
PA610860,8,3,5,10,2,9,2,8,9,8,5,8,2,8,2,3,10,7,8,1,8,1,1,8,5,7,8,10,1,8,5,6,1,8,9,7,7,0,8,2,7,15,2,7,5,9,9,1,1,9,4,2,8,6,10,7,19,1,8,8,3,2,7,1,8,11,11,8,1,1,1,8,5,8,8,9,7,2,8,1,11,3,2,9,1,7,1,2,6,1,15,8,8,1,8,8,9,1,7,12,7,8,8,0,9,1,3,1,8,9,8,1,1,2,0,9,8,1,4,8,2,11,8,2,2,1,8,11,2,1,14,6,10,8,8,2,3,7,1,2,11,9,2,1,1,2,1,7,0,8,9,3,8,1,10,2,6,3,7,10,1,2,10,2,1,1,3,1,5,11,8,2,9,1,2,1,11,1,4,8,8,11,8,5,8,4,1,9,8,10,11,2,9,8,6,6,9,1,0,1,3,7,11,3,1,8,1,2,1,13,9,1,3,3,1,7,8,8,8,3,8,7,8,10,8,3,1,1,1,11,3,2,1,3,1,8,1,1,1,3,8,1,1,8,7,1,7,8,1,8,9,2,6,8,1,2,8,1,6,8,9,2,4,7,11,1,2,1,2,12,0,7,8,8,7,1,2,2,9,9,9,6,1,3,10,8,5,3,1,8,16,8,9,1,1,8,1,9,1,9,3,2,1,10,9,2,9,11,1,8,1,8,13,8,8,3,2,8,1,6,1,1,2,8,9,1,8,8,4,7,1,1,10,3,6,10,1,9,10,5,8,1,18,4,1,2,9,8,8,13,11,2,1,1,1,6,1,1,7,8,7,7,8,9,9,8,8,8,8,7,1,7,1,11,9,8,7,3,9,9,1,9,3,1,8,1,1,8,1,7,1,3,8,6,1,8,5,5,8,8,8,7,1,1,8,8,8,9,1,10,7,1,11,7,2,8,32,12,9,1,9,8,11,8,4,1,9,7,8,2,11,9,1,7,10,1,3,1,7,12,6,10,1,8,2,8,0,7,1,9,1,9,1,5,9,1,13,1,3,9,7,8,6,13,12,13,14,13,6,6,2,1,1,1,2,8,8,8,9,6,8,1,2,1,12,8,8,8,15,9,3,7,9,8,10,1,2,1,2,2,3,8,11,10,5,4,2,5,1,1,6,9,1,9,1,8,1,9,8,10,10,8,8,6,10,8,1
PA610313,19,5,15,16,3,19,5,16,19,19,5,23,3,19,4,3,16,18,17,6,21,4,5,18,17,16,20,23,5,18,6,19,3,19,23,18,17,5,20,6,18,9,5,18,6,17,19,4,4,19,6,4,17,16,20,15,10,4,17,18,5,4,17,4,18,19,16,18,5,5,5,18,14,18,21,22,17,4,18,7,20,6,6,15,4,16,5,4,16,5,16,16,17,5,24,18,22,6,17,11,17,20,17,3,20,4,2,3,18,20,19,4,5,6,4,21,23,5,14,16,4,22,14,3,4,5,18,18,4,6,10,14,18,20,17,2,2,19,5,3,21,19,4,6,3,5,4,19,3,18,18,6,18,4,25,4,17,4,18,26,4,6,17,4,5,3,2,2,14,17,18,5,17,4,3,5,21,5,17,19,19,19,19,16,18,4,4,16,17,25,32,3,7,19,16,12,23,2,5,6,4,16,21,3,5,18,4,5,4,18,18,4,5,2,4,23,19,20,20,2,19,15,22,22,18,6,7,4,4,18,2,5,5,3,5,18,6,4,5,3,19,4,4,18,19,5,16,18,4,26,19,3,16,17,4,4,18,4,5,18,18,3,2,17,17,6,4,6,4,10,1,5,18,14,20,6,4,2,19,17,17,17,6,3,18,19,13,4,4,16,12,29,19,6,3,19,2,19,4,18,7,4,3,19,19,9,19,10,4,19,4,19,23,19,17,2,4,17,3,17,4,5,6,19,17,4,25,19,5,20,4,4,28,3,18,23,5,21,21,16,23,5,15,5,5,6,22,18,18,27,20,7,5,4,3,16,3,5,17,18,19,22,19,19,19,23,21,19,20,22,6,19,4,23,19,24,15,5,22,18,5,18,3,5,21,5,6,18,5,19,4,4,16,19,5,20,5,8,19,25,19,18,5,5,28,24,19,26,4,18,20,4,19,15,4,25,12,36,17,4,22,19,19,19,3,3,23,17,21,5,20,19,4,19,32,5,4,3,17,25,16,10,3,18,2,20,4,18,5,20,3,21,7,19,13,4,13,5,2,20,18,19,17,15,23,18,8,15,13,19,3,5,5,5,5,19,21,15,20,18,19,4,5,5,20,20,18,18,29,19,5,21,18,20,20,5,4,4,4,2,5,20,21,19,5,3,5,6,6,5,17,16,5,21,3,18,3,19,15,22,10,19,19,7,17,18,5
PA607155,15,7,12,15,4,18,5,16,18,16,4,20,3,16,5,4,13,18,16,6,16,5,6,17,15,14,18,22,6,16,4,17,4,16,17,16,15,3,17,6,14,11,6,16,4,15,14,6,4,15,7,5,15,15,20,14,16,5,21,19,7,5,15,4,16,20,18,19,6,6,6,15,13,15,16,15,14,4,16,7,16,6,8,12,4,13,6,5,14,6,21,13,15,6,20,16,15,7,14,12,16,26,17,3,15,5,3,3,15,20,17,5,6,7,5,17,19,7,14,15,5,19,12,4,5,6,16,14,5,6,10,15,21,16,15,3,3,17,6,4,16,20,6,7,4,5,5,15,4,15,23,7,18,5,27,5,14,5,15,25,5,7,14,4,5,4,3,3,12,20,18,5,15,5,3,5,23,6,16,16,15,22,21,15,19,6,4,14,15,16,27,5,7,18,13,11,18,3,5,7,5,14,19,4,6,17,5,6,5,19,20,5,6,3,5,25,16,20,21,3,16,14,22,19,18,6,7,5,5,17,3,5,5,4,6,16,7,5,5,3,19,5,5,14,18,6,14,14,6,19,17,4,13,16,4,5,17,5,6,15,17,4,3,15,15,6,5,6,5,9,2,4,20,12,17,6,5,3,25,17,23,14,8,3,16,17,12,4,6,14,11,21,16,6,4,17,2,25,5,16,8,4,6,20,20,9,19,10,5,18,5,15,21,18,17,2,4,19,4,15,5,5,6,16,17,4,20,21,6,16,5,6,26,3,17,16,6,21,21,14,23,6,13,6,6,6,21,19,19,20,24,8,6,5,4,15,5,6,15,16,17,20,16,16,16,16,17,19,16,19,6,18,4,24,21,20,13,6,17,15,6,19,3,6,19,6,6,16,6,16,5,4,14,16,5,18,5,6,16,23,18,15,6,5,21,25,16,17,5,15,19,5,18,13,5,21,9,17,39,5,20,16,24,16,5,3,21,17,18,6,16,19,5,19,29,6,6,5,15,21,14,8,4,17,3,17,5,18,6,18,4,17,7,15,13,5,18,7,3,21,16,17,15,14,17,12,6,16,15,16,4,6,5,6,6,16,18,13,26,16,17,6,5,7,14,17,20,17,25,20,7,20,17,16,23,6,5,5,5,3,6,16,21,17,4,4,6,4,8,6,21,22,5,20,4,17,4,14,16,16,7,16,19,4,15,17,6
